metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Barlow_22_deco_11,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.","(border, left and lower margin) Grotesque playing a drum and a pipe.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_12,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.",fol. 114v Psalm 97 (initial C(antate)) Three tonsured clerics singing from a book open on a lectern.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_13,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.","(border, left and lower margin) Hybrid playing vielle.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_14,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.","fol. 132r Psalm 109 (initial D(ixit)) Trinity: two seated figures, holding books, God blessing, Christ as a youth with a raised hand; head of a white dove in clouds above.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_15,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.",Borders: see above.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_16,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.","3-line pink and blue initials, infilled with portrait heads on tooled gold backgrounds at the beginnings of psalm 101 (fol. 116v) and weekly canticles (fol. 168r); 3-line foliate/ inhabited initials at psalm 119 (fol. 146v) and the Office of the Dead (fol. 196r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_17,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.","2-line pink and blue initials on tooled gold backgrounds, and borders made of pink, blue and gold bars, decorated with foliage, animal and human heads, and grotesques, at the beginnings of psalms, canticles, litany, prayers and sections of the Office of the Dead. Many initials infilled with portrait heads of men and women.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_18,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.",1-line alternating blue initials with red penwork and gold initials with blue penwork at the beginnings of verses and periods; penwork often extends into the upper and lower margins.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_19,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.","Pink, blue and gold line-endings with geometric designs and ornament in white.",lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_22_deco_20,manuscript_884,Barlow,MS_Barlow_22,MS. Barlow 22,manuscript-composite,"MS. Barlow 22, endleaf, fol. i (lifted pastedown) MS. Barlow 22, endleaf, fol. 1",MS_Barlow_22,"The decoration is related to a group of Fenland East Anglian psalters (Sandler, 1974, 1986); illumination in the section added at Peterborough is by a different artist.",rubrics in red ink; blue paragraph marks,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_23_deco_1,manuscript_885,Barlow,MS_Barlow_23,MS. Barlow 23,manuscript,,MS_Barlow_23,Pächt and Alexander ii. 247:,Good border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_23_deco_2,manuscript_885,Barlow,MS_Barlow_23,MS. Barlow 23,manuscript,,MS_Barlow_23,Pächt and Alexander ii. 247:,Good initial.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_26_deco_1,manuscript_888,Barlow,MS_Barlow_26,MS. Barlow 26,manuscript,,MS_Barlow_26,"Pächt and Alexander iii. 187, pl. XIX:",Good historiated initial in archaizing style.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_26_deco_2,manuscript_888,Barlow,MS_Barlow_26,MS. Barlow 26,manuscript,,MS_Barlow_26,"Pächt and Alexander iii. 187, pl. XIX:",Other fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_27_deco_1,manuscript_889,Barlow,MS_Barlow_27,MS. Barlow 27,manuscript,,MS_Barlow_27,"Pächt and Alexander iii. 1119, pl. CV:",Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_27_deco_2,manuscript_889,Barlow,MS_Barlow_27,MS. Barlow 27,manuscript,,MS_Barlow_27,"Pächt and Alexander iii. 1119, pl. CV:",Fine initial.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_28_deco_1,manuscript_890,Barlow,MS_Barlow_28,MS. Barlow 28,manuscript,,MS_Barlow_28,"Imitation of Flemish ornament. (Pächt and Alexander iii. 1171, pl. CVIII)",Good border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_28_deco_2,manuscript_890,Barlow,MS_Barlow_28,MS. Barlow 28,manuscript,,MS_Barlow_28,"Imitation of Flemish ornament. (Pächt and Alexander iii. 1171, pl. CVIII)",Good initial.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_30_deco_1,manuscript_893,Barlow,MS_Barlow_30,MS. Barlow 30,manuscript,,MS_Barlow_30,Pächt and Alexander i. 685:,Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_30_deco_2,manuscript_893,Barlow,MS_Barlow_30,MS. Barlow 30,manuscript,,MS_Barlow_30,Pächt and Alexander i. 685:,Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_32_deco_1,manuscript_895,Barlow,MS_Barlow_32,MS. Barlow 32,manuscript,,MS_Barlow_32,,"Some fine, other good initials. (Pächt and Alexander iii. 616)",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
MS_Barlow_33_deco_1,manuscript_896,Barlow,MS_Barlow_33,MS. Barlow 33,manuscript,,MS_Barlow_33,,"Fine miniatures by the Master of the Beaufort Saints, much damaged. (Pächt and Alexander i. 309)",miniature,,,,,,,,,,,,,,Master of the Beaufort Saints,person_95987334,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
MS_Barlow_34_deco_1,manuscript_897,Barlow,MS_Barlow_34,MS. Barlow 34,manuscript,,MS_Barlow_34,,Good drawing.,drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_34_deco_2,manuscript_897,Barlow,MS_Barlow_34,MS. Barlow 34,manuscript,,MS_Barlow_34,,Good diagrams.,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_35_deco_1,manuscript_898,Barlow,MS_Barlow_35,MS. Barlow 35,manuscript-composite,MS. Barlow 35 – Part 1 MS. Barlow 35 – Part 2 MS. Barlow 35 – Part 3 MS. Barlow 35 – Part 4,MS_Barlow_35,,Added sketches and scribblings on the flyleaf and fol. 54v (diagram). (Pächt and Alexander iii. 30),drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
MS_Barlow_35_deco_2,manuscript_898,Barlow,MS_Barlow_35,MS. Barlow 35,manuscript-composite,MS. Barlow 35 – Part 1 MS. Barlow 35 – Part 2 MS. Barlow 35 – Part 3 MS. Barlow 35 – Part 4,MS_Barlow_35,,Diagram.,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_38_deco_1,manuscript_901,Barlow,MS_Barlow_38,MS. Barlow 38,manuscript,,MS_Barlow_38,Pächt and Alexander iii. 762:,Good borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_38_deco_2,manuscript_901,Barlow,MS_Barlow_38,MS. Barlow 38,manuscript,,MS_Barlow_38,Pächt and Alexander iii. 762:,Good initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_40_deco_1,manuscript_904,Barlow,MS_Barlow_40,MS. Barlow 40,manuscript,,MS_Barlow_40,"""The style and the script are the same as in Lucca, Biblioteca Governativa, MS. 1405, Rhetorica ad Herennium. The miniature probably goes back indirectly to a late classical source"" (Pächt and Alexander ii. 1047, Pl. LXXXIV).","Cicero, flanked by Cato and Caesar, decides the fate of the Catilinarian conspirators Cicero, flanked by Cato and Caesar",miniature,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero, flanked by Cato and Caesar",https://digital.bodleian.ox.ac.uk/objects/81fa5c48-1310-4d6d-897a-68205e4013f1/
MS_Barlow_40_deco_2,manuscript_904,Barlow,MS_Barlow_40,MS. Barlow 40,manuscript,,MS_Barlow_40,"""The style and the script are the same as in Lucca, Biblioteca Governativa, MS. 1405, Rhetorica ad Herennium. The miniature probably goes back indirectly to a late classical source"" (Pächt and Alexander ii. 1047, Pl. LXXXIV).",Interlace; grotesque.,decInit,fol. 4v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_41_deco_1,manuscript_905,Barlow,MS_Barlow_41,MS. Barlow 41,manuscript,,MS_Barlow_41,"Added 14th century, third quarter (Pächt and Alexander iii. 664):",Good borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_41_deco_2,manuscript_905,Barlow,MS_Barlow_41,MS. Barlow 41,manuscript,,MS_Barlow_41,"Added 14th century, third quarter (Pächt and Alexander iii. 664):",Good initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_48_deco_1,manuscript_912,Barlow,MS_Barlow_48,MS. Barlow 48,manuscript,,MS_Barlow_48,,"Good initials, partly mutilated. (Pächt and Alexander iii. 288)",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
MS_Barlow_53_R_deco_1,manuscript_916,Barlow,MS_Barlow_53_R,MS. Barlow 53 (R),manuscript,,MS_Barlow_53_R,"Pächt and Alexander iii. 883, Pl. LXXXIV","Fine miniatures, including depictions of Adam and Eve, Noah, and Abraham and Isaac",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam and Eve; Noah; Abraham and Isaac,https://digital.bodleian.ox.ac.uk/objects/bfa0f1af-a401-4443-8d11-6b11e9f45604/surfaces/4c3c992c-6853-467f-887b-480ba1fc455e/ https://digital.bodleian.ox.ac.uk/objects/bfa0f1af-a401-4443-8d11-6b11e9f45604/surfaces/540a0f9d-77c5-48d1-a5b6-9c075f6db701/ https://digital.bodleian.ox.ac.uk/objects/bfa0f1af-a401-4443-8d11-6b11e9f45604/surfaces/00ddadf6-58a3-4392-81bb-bce02cefd4a8/
MS_Barlow_53_R_deco_2,manuscript_916,Barlow,MS_Barlow_53_R,MS. Barlow 53 (R),manuscript,,MS_Barlow_53_R,"Pächt and Alexander iii. 883, Pl. LXXXIV",Fine diagrams,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_53_R_deco_3,manuscript_916,Barlow,MS_Barlow_53_R,MS. Barlow 53 (R),manuscript,,MS_Barlow_53_R,"Pächt and Alexander iii. 883, Pl. LXXXIV",Fine borders,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_53_R_deco_4,manuscript_916,Barlow,MS_Barlow_53_R,MS. Barlow 53 (R),manuscript,,MS_Barlow_53_R,"Pächt and Alexander iii. 883, Pl. LXXXIV",Fine initials,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_55_deco_1,manuscript_917,Barlow,MS_Barlow_55,MS. Barlow 55,fragment,MS. Barlow 55 – fol. 6,MS_Barlow_55-part3,"Pächt and Alexander iii. 687, discussing the fragment on fol. 6",Good border,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barlow_55_deco_2,manuscript_917,Barlow,MS_Barlow_55,MS. Barlow 55,fragment,MS. Barlow 55 – fol. 6,MS_Barlow_55-part3,"Pächt and Alexander iii. 687, discussing the fragment on fol. 6",Good initial (damaged),decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good initial,https://digital.bodleian.ox.ac.uk/objects/e0725faa-ecb2-4669-92a0-a82b3992693e/
MS_Barlow_55_deco_3,manuscript_917,Barlow,MS_Barlow_55,MS. Barlow 55,fragment,MS. Barlow 55 – fol. 6,MS_Barlow_55-part3,"Pächt and Alexander iii. 687, discussing the fragment on fol. 6","Opening word 'P(roconsul)', and band surrounding the text, decorated with stems of ivy, knotwork and two fantastic birds with dragon wings (Source: Digital Bodleian)",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Bodleian,https://digital.bodleian.ox.ac.uk/objects/e0725faa-ecb2-4669-92a0-a82b3992693e/
MS_Barocci_2_deco_1,manuscript_1033,Barocci,MS_Barocci_2,MS. Barocci 2,manuscript,,MS_Barocci_2,,"Carpet page (fol. 7r), ornamental strips. Ornamental strips added in the 16th century on fols. 142r, 166r, 220r. (Hutter iii. 133, Abb. 493–5)",,,,,16th century,,1500,1600,,Gregorian,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_3_deco_1,manuscript_1086,Barocci,MS_Barocci_3,MS. Barocci 3,manuscript,,MS_Barocci_3,,Ornamental strips and decorated initials. (Hutter iii. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_4_deco_1,manuscript_1097,Barocci,MS_Barocci_4,MS. Barocci 4,manuscript,,MS_Barocci_4,,Rubrication: a penwork heading on fol. 1r in brown and carmine; titles and initials in faded carmine or vermilion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_10_deco_1,manuscript_922,Barocci,MS_Barocci_10,MS. Barocci 10,part,MS. Barocci 10 – Part A,MS_Barocci_10-part1,,"Rubrication: titles, initials and headings in faded carmine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_10_deco_2,manuscript_922,Barocci,MS_Barocci_10,MS. Barocci 10,part,MS. Barocci 10 – Part C,MS_Barocci_10-part3,,"Rubrication: titles, headings and initials in vermilion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_10_deco_3,manuscript_922,Barocci,MS_Barocci_10,MS. Barocci 10,part,MS. Barocci 10 – Part D,MS_Barocci_10-part4,,"Rubrication: titles and initials mainly in faded red: headpieces of simple penwork ornament on fols. 160r, 169r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_11_deco_1,manuscript_933,Barocci,MS_Barocci_11,MS. Barocci 11,part,MS. Barocci 11 – Part 2 (fols. 11–202),MS_Barocci_11-part2,,"Rubrication: titles and initials in vermilion; headpiece of simple penwork ornament, vermilion and yellow, on fol. 11r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_11_deco_2,manuscript_933,Barocci,MS_Barocci_11,MS. Barocci 11,part,MS. Barocci 11 – Part 2 (fols. 11–202),MS_Barocci_11-part2,,"Ornamental strips and decorated initials. (Hutter iii. 108, Abb. 421–2) [Internet Archive]Hutter[Internet Archive]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hutter iii. 108, Abb. 421–2) [Internet Archive]",[Internet Archive],https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/166/mode/1up
MS_Barocci_12_deco_1,manuscript_944,Barocci,MS_Barocci_12,MS. Barocci 12,part,MS. Barocci 12 – Part 1,MS_Barocci_12-part1,,Headpieces and initials of simple penwork ornament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_12_deco_2,manuscript_944,Barocci,MS_Barocci_12,MS. Barocci 12,part,MS. Barocci 12 – Part 1,MS_Barocci_12-part1,,"Ornamental headpieces, strips and decorated initials.(Hutter iii. 105) [Internet Archive]Hutter[Internet Archive]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Hutter iii. 105) [Internet Archive],[Internet Archive],https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/162/mode/1up
MS_Barocci_12_deco_3,manuscript_944,Barocci,MS_Barocci_12,MS. Barocci 12,part,MS. Barocci 12 – Part 2,MS_Barocci_12-part2,,Headpieces and initials of simple penwork ornament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_12_deco_4,manuscript_944,Barocci,MS_Barocci_12,MS. Barocci 12,part,MS. Barocci 12 – Part 2,MS_Barocci_12-part2,,Ornamental strips. (Hutter iii. 105) [Internet Archive]Hutter[Internet Archive],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Hutter iii. 105) [Internet Archive],[Internet Archive],https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/162/mode/1up
MS_Barocci_15_deco_1,manuscript_977,Barocci,MS_Barocci_15,MS. Barocci 15,manuscript,,MS_Barocci_15,"Hutter i. 37, Abb. 201–6 [Internet Archive]:",Miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_15_deco_2,manuscript_977,Barocci,MS_Barocci_15,MS. Barocci 15,manuscript,,MS_Barocci_15,"Hutter i. 37, Abb. 201–6 [Internet Archive]:",Borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_15_deco_3,manuscript_977,Barocci,MS_Barocci_15,MS. Barocci 15,manuscript,,MS_Barocci_15,"Hutter i. 37, Abb. 201–6 [Internet Archive]:",Ornamental strips.,headpiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_15_deco_4,manuscript_977,Barocci,MS_Barocci_15,MS. Barocci 15,manuscript,,MS_Barocci_15,"Hutter i. 37, Abb. 201–6 [Internet Archive]:",Decorated tables.,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_16_deco_1,manuscript_988,Barocci,MS_Barocci_16,MS. Barocci 16,manuscript,,MS_Barocci_16,,"Rubrication: titles and initials in faded carmine, simple penwork headpieces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_17_deco_1,manuscript_999,Barocci,MS_Barocci_17,MS. Barocci 17,manuscript,,MS_Barocci_17,,"Many pages have spaces left for illuminations; the miniatures, mostly in a poor condition now, were painted only as far as fol. 31v.",unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_17_deco_2,manuscript_999,Barocci,MS_Barocci_17,MS. Barocci 17,manuscript,,MS_Barocci_17,,Miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_17_deco_3,manuscript_999,Barocci,MS_Barocci_17,MS. Barocci 17,manuscript,,MS_Barocci_17,,"Ornamental strips. (Hutter ii. 2, Abb. 106–137) [Internet Archive]Hutter[Internet Archive]",headpiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hutter ii. 2, Abb. 106–137) [Internet Archive]",[Internet Archive],https://archive.org/details/hutter-2-images/Hutter%202%2C%20Text%20%28pp.%201-87%29/page/33/mode/1up
MS_Barocci_18_deco_1,manuscript_1010,Barocci,MS_Barocci_18,MS. Barocci 18,manuscript,,MS_Barocci_18,,Rubrication: in item 1 initials and marginal indications of contents in vermilion; in item 4 some diagrams in vermilion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_20_deco_1,manuscript_1034,Barocci,MS_Barocci_20,MS. Barocci 20,manuscript,,MS_Barocci_20,,"Rubrication: Initials and occasionally short passages of text (fols. 64v, 65r) in vermilion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_21_deco_1,manuscript_1045,Barocci,MS_Barocci_21,MS. Barocci 21,part,MS. Barocci 21 – Part 1,MS_Barocci_21-part1,,"Decoration Borders, ornamental strips and decorated initials. Penwork added in Crete, 15th -16th century. (Hutter iii. 103, Abb. 404–6) [Internet Archive] Crete(Hutter iii. 103, Abb. 404–6) [Internet Archive]Hutter[Internet Archive]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crete,place_7012056,"(Hutter iii. 103, Abb. 404–6) [Internet Archive]",[Internet Archive],https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/159/mode/1up
MS_Barocci_24_deco_1,manuscript_1077,Barocci,MS_Barocci_24,MS. Barocci 24,manuscript,,MS_Barocci_24,,Rubrication: simple penwork ornament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_25_deco_1,manuscript_1081,Barocci,MS_Barocci_25,MS. Barocci 25,part,MS. Barocci 25 – Part A,MS_Barocci_25-part1,,"Rubrication: Simple penwork ornament. Titles, initials, interlinear text of Psalms (item 1) and glosses, mostly in faded carmine, a few in brown and vermilion by 14th cent. owner. Rubrication ceases after fol. 112r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_25_deco_2,manuscript_1081,Barocci,MS_Barocci_25,MS. Barocci 25,part,MS. Barocci 25 – Part B,MS_Barocci_25-part2,,Rubrication: Simple penwork ornament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_25_deco_3,manuscript_1081,Barocci,MS_Barocci_25,MS. Barocci 25,part,MS. Barocci 25 – Part C,MS_Barocci_25-part3,,Rubrication: simple penwork ornament. Some initials in faded carmine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_27_deco_1,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,,Rubrication: Initials in faded carmine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_29_deco_1,manuscript_1085,Barocci,MS_Barocci_29,MS. Barocci 29,manuscript,,MS_Barocci_29,"Hutter i. 64, Abb. 396–7, 402–5 [Internet Archive]:",Miniatures of evangelists.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_29_deco_2,manuscript_1085,Barocci,MS_Barocci_29,MS. Barocci 29,manuscript,,MS_Barocci_29,"Hutter i. 64, Abb. 396–7, 402–5 [Internet Archive]:",Carpet pages.,carpetPage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_29_deco_3,manuscript_1085,Barocci,MS_Barocci_29,MS. Barocci 29,manuscript,,MS_Barocci_29,"Hutter i. 64, Abb. 396–7, 402–5 [Internet Archive]:",Ornamental headpieces and floral initials at the beginnings of Gospels.,headpiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_29_deco_4,manuscript_1085,Barocci,MS_Barocci_29,MS. Barocci 29,manuscript,,MS_Barocci_29,"Hutter i. 64, Abb. 396–7, 402–5 [Internet Archive]:","Completed with penwork, ornamental strips, initials and decorated canon tables.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_30_deco_1,manuscript_1087,Barocci,MS_Barocci_30,MS. Barocci 30,part,MS. Barocci 30 – Part B (fols. 29–106),MS_Barocci_30-part2,,Rubrication: headings and initials vermilion or blue: ornamental headpieces and simple penwork ornament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_30_deco_2,manuscript_1087,Barocci,MS_Barocci_30,MS. Barocci 30,part,MS. Barocci 30 – Part B (fols. 29–106),MS_Barocci_30-part2,,"Ornamental headpieces, decorated initials. (Hutter iii. 134, Abb. 496–7) [Internet Archive]Hutter[Internet Archive]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hutter iii. 134, Abb. 496–7) [Internet Archive]",[Internet Archive],https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%20201-end%20%28mss.%20131-197%20%2B%20Corr.%26Add.%20%2B%20Indices%29/page/204/mode/1up
MS_Barocci_31_deco_1,manuscript_1088,Barocci,MS_Barocci_31,MS. Barocci 31,manuscript,,MS_Barocci_31,"Hutter i. 59, Abb. 366–76 [Internet Archive]:",Miniatures of evangelists.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Barocci_31_deco_2,manuscript_1088,Barocci,MS_Barocci_31,MS. Barocci 31,manuscript,,MS_Barocci_31,"Hutter i. 59, Abb. 366–76 [Internet Archive]:",Borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
